Name,Platform,Year,Genre,Publisher
Sleeping Dogs,PC,2012,Action,Square Enix
Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom
Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment
Lego Star Wars: The Force Awakens,PS3,2016,Action,Warner Bros. Interactive Entertainment
Worms 3D,PS2,2003,Strategy,Sega
Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games
Godzilla Unleashed: Double Smash,DS,2007,Action,Atari
Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks
Kilari: Na-san; Mon Meilleur Ami,DS,2006,Simulation,Konami Digital Entertainment
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment
Ochaken no Heya DS,DS,2006,Simulation,MTO
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory
Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft
WRC: FIA World Rally Championship,X360,N/A,Racing,Black Bean Games
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment
Blackwater,X360,2011,Shooter,505 Games
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive
Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games
Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment
NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito; Futatabi,PS2,2008,Misc,D3Publisher
Guilty Gear X,PS2,2001,Fighting,Sammy Corporation
Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games
NHL 2002,GBA,2002,Sports,Electronic Arts
Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games
Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment
Echo Night,PS,1998,Adventure,From Software
Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ
Rocket League,XOne,2016,Sports,505 Games
Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft
Gladiator Begins,PSP,2010,Action,PQube
Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis
Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment
The King of Fighters '94,NG,1994,Fighting,SNK
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games
The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher
Angry Birds Star Wars,PSV,2013,Strategy,Activision
Guardian's Crusade,PS,1998,Role-Playing,Activision
Undead Knights,PSP,2009,Action,Ubisoft Annecy
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision
MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei
The Ant Bully,GC,2006,Platform,Midway Games
M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing
Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games
Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo
Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games
O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis
Madden NFL 06,DS,2005,Sports,Electronic Arts
Escape The Museum,Wii,2009,Adventure,Majesco Entertainment
Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts
Record of Agarest War Zero,PS3,N/A,Strategy,Ghostlight
Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games
Break 'Em All,DS,2005,Puzzle,D3Publisher
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ
MotoGP 14,PS3,2014,Racing,Milestone S.r.l.
Cars 2,PSP,2011,Racing,Disney Interactive Studios
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,N/A,Strategy,N/A
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Namco Bandai Games
San Goku Shi V,SAT,1996,Strategy,Tecmo Koei
Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing
The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment
WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive
Red Faction II,XB,2003,Shooter,THQ
Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft
Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios
Bodycount,PS3,2011,Shooter,Codemasters
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games
Megamind: Ultimate Showdown,X360,2010,Action,THQ
Kaijuu Busters,DS,2009,Action,Namco Bandai Games
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment
Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega
Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment
The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games
Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games
Saru! Get You! Million Monkeys,PS2,N/A,Platform,Unknown
Curious George,PS2,2006,Action,Namco Bandai Games
Crush3D,3DS,2012,Platform,Sega
Zathura,PS2,2005,Adventure,Take-Two Interactive
Lovely Lisa,DS,2007,Simulation,DHM Interactive
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company
Mountain Sports,Wii,2009,Sports,Activision
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value
Lost Planet 3,X360,2013,Shooter,Capcom
Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games
Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus
The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment
Dance Paradise,X360,2010,Misc,Mindscape
Backyard Baseball '10,DS,2009,Sports,Atari
Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube
Cel Damage,XB,2001,Racing,Electronic Arts
Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts
SSX 3,GBA,2003,Sports,Electronic Arts
My Chinese Coach,DS,2008,Misc,Ubisoft
DiRT 2,DS,2009,Racing,Codemasters
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games
The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust
Breakdown,XB,2004,Adventure,Electronic Arts
Rush,PSP,2006,Racing,Midway Games
Ecco the Dolphin,GEN,1992,Adventure,Sega
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software
Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames
Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment
Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft
Killer is Dead,X360,2013,Action,Deep Silver
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment
Cory in the House,DS,2007,Action,Disney Interactive Studios
X2: Wolverine's Revenge,GC,2003,Platform,Activision
McDROID,Wii,2011,Strategy,Namco Bandai Games
Gallop Racer 2000,PS,2000,Sports,Tecmo Koei
Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment
Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft
Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft
Gundam Breaker 3,PSV,2016,Action,Namco Bandai Games
My Farm Around the World,DS,2008,Simulation,Atari
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment
Zubo,DS,2008,Misc,Electronic Arts
Street Hoops,GC,N/A,Sports,Unknown
NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment
Earthworm Jim 3D,N64,1999,Platform,Interplay
Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft
Densha De Go! 64,N64,1999,Simulation,Taito
Godzilla: Destroy All Monsters Melee,XB,N/A,Fighting,Unknown
The Daring Game for Girls,DS,N/A,Adventure,Unknown
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife
Animal Genius,DS,2007,Puzzle,Ubisoft
Sega Soccer Slam,PS2,2002,Sports,Sega
Zenses: Rainforest,DS,2008,Puzzle,Game Factory
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive
Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive
Phantasy Star Universe,X360,2006,Role-Playing,Sega
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing
NASCAR Unleashed,X360,2011,Racing,Activision
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive
Mytran Wars,PSP,2009,Strategy,Deep Silver
MX vs. ATV Untamed,DS,2007,Racing,THQ
Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment
Rocksmith,PC,N/A,Misc,Unknown
MTV Sports: Pure Ride,PS,2000,Sports,THQ
Sonic Adventure 2,DC,2001,Platform,Sega
Burning Road,PS,1996,Racing,FunSoft
Slayers,SNES,1994,Role-Playing,Banpresto
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games
IndyCar Series,PS2,2003,Racing,Codemasters
Space Chimps,PS2,2008,Platform,Brash Entertainment
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games
Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment
nail'd,PS3,2010,Racing,Deep Silver
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment
Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft
Ultimate Card Games,GBA,2003,Misc,Telegames
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment
Rubik's World,DS,2008,Puzzle,Game Factory
Lost Magic,DS,2006,Role-Playing,Ubisoft
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision
Minute to Win It,DS,2010,Misc,Zoo Games
The Bible Game,GBA,2005,Misc,Crave Entertainment
NFL Head Coach,XB,2006,Sports,Electronic Arts
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment
Medarot 4: Kabuto / Kuwagata Version,GB,2001,Role-Playing,Imagineer
Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari
Sacred 3,PS3,2014,Role-Playing,Deep Silver
Major League Baseball 2K6,PSP,N/A,Sports,Unknown
Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment
Fit in Six,Wii,2011,Sports,Ubisoft
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games
Ed; Edd n Eddy: The Mis-Edventures,GBA,2005,Platform,Midway Games
Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision
Akuji the Heartless,PS,1998,Platform,Eidos Interactive
NBA 2K2,GC,2002,Sports,Sega
7 Days to Die,PS4,2016,Action,Telltale Games
Monster Jam: Path of Destruction,X360,2010,Racing,Activision
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment
Psychonauts,XB,2005,Platform,THQ
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown
Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix
Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment
Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli
HardBall 5,PS,1996,Sports,SPS
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory
MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios
ArmA III,PC,2013,Shooter,Bohemia Interactive
The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games
Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ
Self-Defense Training Camp,X360,2011,Sports,Ubisoft
Battles of Prince of Persia,DS,2005,Strategy,Ubisoft
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft
Cruis'n,Wii,2007,Racing,Midway Games
Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega
Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft
Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment
Tropico 5,PC,2014,Simulation,Kalypso Media
A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games
Dragon Quest Builders: Revive Alefgard,PS3,2016,Role-Playing,Square Enix
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software
Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment
Sniper Elite,Wii,2010,Shooter,Reef Entertainment
Etrian Odyssey V,3DS,2016,Role-Playing,Atlus
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment
Barbie as The Island Princess,PS2,2007,Adventure,Activision
Crime Killer,PS,1998,Racing,Interplay
NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive
Dementium II,DS,2010,Shooter,SouthPeak Games
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment
USA Today Crossword Challenge,DS,2008,Puzzle,Destineer
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios
SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games
Jaws: Ultimate Predator,3DS,2011,Action,Majesco Entertainment
Yakuza Kiwami,PS3,2016,Adventure,Sega
Raiden IV,X360,2008,Shooter,Moss
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision
Rock Band: Metal Track Pack,PS3,2009,Misc,MTV Games
Charm Girls Club: My Perfect Prom,DS,2009,Simulation,Electronic Arts
DreamWorks Super Star Kartz,PS3,2011,Racing,Activision
Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft
Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment
Spider-Man: Edge of Time,3DS,2011,Action,Activision
Mobil 1 Rally Championship,PS,2000,Racing,Electronic Arts
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002,Fighting,Spike
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment
The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games
Rugrats: Totally Angelica,PS,2001,Adventure,THQ
Nightshade,PS2,2003,Action,Sega
NFL Tour,PS3,2008,Sports,Electronic Arts
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft
The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment
Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games
Lost Horizon,PC,2010,Adventure,Deep Silver
Hanagumi Taisen Columns,SAT,1997,Puzzle,Sega
Tales of Destiny 2,PSP,2007,Role-Playing,Namco Bandai Games
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment
Get Up and Dance,Wii,2011,Misc,O-Games
Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ
Rango: The Video Game,DS,2011,Action,Electronic Arts
Planet 51,PS3,2009,Action,Sega
Ultimate Puzzle Games: Sudoku Edition,DS,2007,Puzzle,Telegames
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games
Deadpool,XOne,2015,Action,Activision
UN Squadron,SNES,1991,Shooter,Capcom
Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei
TMNT,PSP,2007,Action,Ubisoft
Dora the Explorer: Journey to the Purple Planet,GC,2005,Adventure,Global Star
Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten
NHL Powerplay '96,PS,1996,Sports,Virgin Interactive
Thousand Arms,PS,1998,Role-Playing,Atlus
de Blob 2,DS,2011,Platform,THQ
Arctic Thunder,XB,2001,Racing,Midway Games
Hyperdimension Neptunia Re;Birth 3,PSV,2014,Action,Idea Factory International
Barnyard,GC,2006,Action,THQ
Stolen Song,PS,1998,Adventure,Sony Computer Entertainment
Darkspore,PC,2011,Role-Playing,Electronic Arts
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft
Armored Core: Verdict Day,PS3,2013,Simulation,From Software
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy
Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom
Wipeout 2,PS3,2011,Misc,Activision
Dawn of Discovery,DS,2009,Simulation,Ubisoft
DEATH NOTE: Kira Game,DS,2007,Adventure,Konami Digital Entertainment
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher
ASH: Archaic Sealed Heat,DS,2007,Role-Playing,Nintendo
Happy Feet Two,DS,N/A,Action,Warner Bros. Interactive Entertainment
Brunswick Pro Bowling,3DS,2011,Sports,Crave Entertainment
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive
Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Namco Bandai Games
Center Ring Boxing,SAT,1994,Fighting,JVC
NHL 2K3,XB,2002,Sports,Sega
Puzzler World 2,DS,2010,Puzzle,Ubisoft
Die Hard: Vendetta,GC,2002,Shooter,NDA Productions
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games
F1 2002,PS2,2002,Racing,Electronic Arts
Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts
FIFA Soccer,PSP,2005,Sports,Electronic Arts
Dead Island Definitive Collection,PS4,2016,Action,Deep Silver
Sphinx and the Cursed Mummy,XB,2003,Action,THQ
Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ
Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown
Yakuza,PS3,2012,Action,Sega
DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei
A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software
Hollywood Squares,Wii,2010,Misc,Ubisoft
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision
SplashDown,XB,2002,Racing,Atari
Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei
Stronghold,PC,2001,Strategy,Gathering of Developers
Warhammer: Battle March,X360,2008,Strategy,Deep Silver
F1 Racing Championship,PS,2000,Racing,Video System
Dead Man's Hand,XB,2004,Shooter,Atari
Smash Cars,PS2,2003,Racing,Metro 3D
NASCAR 07,PS2,2006,Racing,Electronic Arts
Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Misc,Konami Digital Entertainment
Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive
Pac 'n Roll,DS,2005,Platform,Namco Bandai Games
Cabela's North American Adventures,PS3,2010,Sports,Activision
Mechanic Master,DS,2008,Puzzle,Midway Games
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment
Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega
Dokapon Kingdom,PS2,2007,Role-Playing,Sting
ToeJam & Earl III: Mission to Earth,XB,2002,Action,Sega
Phantasy Star Collection,GBA,2002,Role-Playing,Atari
Doukoku Shoshite...,SAT,1998,Adventure,Data East
LEGO Knights' Kingdom,GBA,2004,Action,THQ
Final Fantasy III,PSP,2012,Role-Playing,Square Enix
Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts
Retro Game Challenge,DS,2007,Action,Namco Bandai Games
NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment
Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios
Shining Force NEO,PS2,2005,Role-Playing,Sega
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision
Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts
SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment
Girl Time,DS,2009,Simulation,THQ
Army Men: Sarge's War,XB,2004,Shooter,Global Star
Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games
Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo
Primal Rage,PS,1994,Fighting,Time Warner Interactive
FIFA Street 2,GC,2006,Sports,Electronic Arts
DiRT Rally,XOne,2016,Racing,Codemasters
Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games
UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment
Taito Legends,PS2,2005,Misc,Empire Interactive
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft
BoomBots,PS,1999,Fighting,SouthPeak Games
Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games
Star Trek: Conquest,PS2,N/A,Strategy,Bethesda Softworks
FIFA Soccer 06,PSP,2005,Sports,Electronic Arts
Life is Strange,XOne,2016,Adventure,Square Enix
NFL Head Coach 09,X360,2008,Sports,Electronic Arts
World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment
Phantom Dust,XB,2004,Action,Microsoft Game Studios
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems
Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games
Growlanser Generations,PS2,2003,Role-Playing,Atlus
Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom
Desktop Tower Defense,DS,2009,Strategy,THQ
Puyo Puyo Tetris,3DS,2014,Puzzle,Sega
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment
Sakura Wars: So Long; My Love,Wii,2010,Role-Playing,Ackkstudios
The Settlers,DS,2007,Action,Ubisoft
Grease,DS,2010,Misc,505 Games
My SAT Coach with The Princeton Review,DS,2008,Misc,Ubisoft
Family Fun Football,Wii,2009,Sports,Tecmo Koei
Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment
Cold Winter,PS2,2005,Shooter,Vivendi Games
International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment
The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega
PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games
Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ
Batman: Dark Tomorrow,XB,2003,Action,Kemco
Ping Pals,DS,2004,Misc,THQ
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo
MySims SkyHeroes,PS3,2010,Action,Electronic Arts
Blood Drive,X360,2010,Racing,Activision
18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment
Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,PQube
Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment
The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment
Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games
Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games
The King of Fighters '99,PS,2000,Fighting,SNK
Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment
Bodycount,X360,2011,Shooter,Codemasters
Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega
Skylanders: SuperChargers,3DS,2015,Action,Activision
Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games
Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games
Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment
Spy vs Spy,XB,2005,Action,Global Star
Coraline,PS2,2009,Action,D3Publisher
The Price is Right: Decades,X360,2011,Misc,Ubisoft
Sega Touring Car Championship,SAT,1996,Racing,Sega
GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver
Cake Mania,DS,2007,Puzzle,Majesco Entertainment
Cold Fear,PS2,2005,Action,Ubisoft
Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire
Zangeki no Reginleiv,Wii,2010,Action,Nintendo
